Table S2.  Average Fst G. soja vs. Landraces and Fst Elite cultivars vs. Landraces in 100kbp windows along each chromosome,,,,
Chromosome,Start position,End position,Average Fst G. soja vs. Landraces,Average Fst Elite cultivars vs. Landraces
Gm01,5500001,5600000,0.17816,0.0753166666666667
Gm01,5600001,5700000,0.01541,0
Gm01,5700001,5800000,0.33168,0
Gm01,5800001,5900000,0.29122,0
Gm01,5900001,6000000,0.169155,0.000805
Gm01,6000001,6100000,0.46354,0
Gm01,6100001,6200000,0.330055,0
Gm01,6200001,6300000,0.32484,0
Gm01,6300001,6400000,0,0
Gm01,6400001,6500000,0.29457,0
Gm01,6600001,6700000,0.208083333333333,0.0883633333333333
Gm01,6700001,6800000,0.186875,0.23979
Gm01,6800001,6900000,0,0.27954
Gm01,6900001,7000000,0.10011,0.267585
Gm01,7000001,7100000,0.26897,0.26156
Gm01,7100001,7200000,0.17624,0.06944
Gm01,7200001,7300000,0.32772,0.127535
Gm01,7300001,7400000,0.03008,0.174495
Gm01,7400001,7500000,0.05418,0.183623333333333
Gm01,7500001,7600000,0.24832,0.36357
Gm01,7600001,7700000,0.38155,0.2424
Gm01,7800001,7900000,0.49992,0.14996
Gm01,7900001,8000000,0.19646,0.162446666666667
Gm01,8000001,8100000,0.73603,0.14996
Gm01,8100001,8200000,0.60695,0.16711
Gm01,8200001,8300000,0.57974,0.16711
Gm01,8300001,8400000,0.60662,0.16711
Gm01,8400001,8500000,0.20863,0.08869
Gm01,8500001,8600000,0.41788,0.15928
Gm01,8600001,8700000,0.429365,0.272785
Gm01,8700001,8800000,0.119183333333333,0.384436666666667
Gm01,8800001,8900000,0.4191,0.24398
Gm01,8900001,9000000,0.43402,0.1344
Gm01,9000001,9100000,0.117035,0.19823
Gm01,9100001,9200000,0.24874,0.19418
Gm01,9200001,9300000,0.141746666666667,0.19777
Gm01,9300001,9400000,0.33808,0.198345
Gm01,9400001,9500000,0.42868,0.18906
Gm01,9600001,9700000,0.429036666666667,0.205016666666667
Gm01,9700001,9800000,0.315095,0.14633
Gm01,9900001,10000000,0.64015,0.18577
Gm01,10000001,10100000,0.48838,0.17493
Gm01,10100001,10200000,0.641595,0.17131
Gm01,10200001,10300000,0.41256,0.17493
Gm01,10500001,10600000,0.62127,0.17017
Gm01,10600001,10700000,0.60092,0.17493
Gm01,10700001,10800000,0.472385,0.22068
Gm01,10900001,11000000,0.26533,0.10698
Gm01,11000001,11100000,0.38438,0.21372
Gm01,11100001,11200000,0.202345,0.207645
Gm01,11200001,11300000,0.22611,0.197715
Gm01,11500001,11600000,0.11093,0.09474
Gm01,11600001,11700000,0.57246,0.09474
Gm01,11800001,11900000,0.06848,0.26651
Gm01,11900001,12000000,0.78705,0.14737
Gm01,12200001,12300000,0.06786,0.10526
Gm01,12500001,12600000,0.2562,0.02149
Gm01,12800001,12900000,0.00696,0.23637
Gm01,12900001,13000000,0.06048,0.10526
Gm01,13200001,13300000,0.25263,0.09226
Gm01,13300001,13400000,0.346765,0.07294
Gm01,13700001,13800000,0.51114,0
Gm01,13800001,13900000,0.48378,0
Gm01,13900001,14000000,0.30115,0.00146
Gm01,14000001,14100000,0.386133333333333,0.00097
Gm01,14200001,14300000,0.32376,0.00146
Gm01,14300001,14400000,0.10369,0
Gm01,14400001,14500000,0.47252,0
Gm01,14600001,14700000,0.54618,0
Gm01,14700001,14800000,0.45447,0
Gm01,14800001,14900000,0.09204,0.0859766666666667
Gm01,14900001,15000000,0.214645,0.00435
Gm01,15100001,15200000,0.51114,0
Gm01,15200001,15300000,0.49086,0
Gm01,15700001,15800000,0.61906,0.03772
Gm01,15800001,15900000,0.51114,0
Gm01,15900001,16000000,0.47065,0
Gm01,16000001,16100000,0.27953,0.00013
Gm01,16100001,16200000,0.57181,0
Gm01,16300001,16400000,0.24873,0
Gm01,16400001,16500000,0.45348,0
Gm01,16600001,16700000,0.52567,0.14737
Gm01,16800001,16900000,0.31847,0.14737
Gm01,17000001,17100000,0.81276,0.14737
Gm01,17300001,17400000,0.6901,0.14737
Gm01,17400001,17500000,0.53222,0
Gm01,17700001,17800000,0.70371,0.14737
Gm01,18200001,18300000,0.19149,0.16091
Gm01,18900001,19000000,0.08561,0.06479
Gm01,19100001,19200000,0.90034,0.03145
Gm01,19200001,19300000,0.81994,0
Gm01,19300001,19400000,0.78437,0.03158
Gm01,19900001,20000000,0.11766,0.26652
Gm01,20400001,20500000,0.11121,0.271075
Gm01,20500001,20600000,0.11702,0.27825
Gm01,21100001,21200000,0.84302,0.03158
Gm01,21200001,21300000,0.87599,0.03158
Gm01,21800001,21900000,0.611776666666667,0.0176066666666667
Gm01,21900001,22000000,0.09824,0.06534
Gm01,22200001,22300000,0.41139,0.23759
Gm01,22400001,22500000,0.26252,0.04867
Gm01,22500001,22600000,0.86586,0.05227
Gm01,22900001,23000000,0.56584,0.05356
Gm01,23100001,23200000,0.35232,0
Gm01,23400001,23500000,0.52747,0.05356
Gm01,23500001,23600000,0.45813,0.005815
Gm01,23700001,23800000,0.40705,0.05176
Gm01,24000001,24100000,0.51473,0.05356
Gm01,24300001,24400000,0.88704,0.05356
Gm01,24500001,24600000,0.650325,0.07621
Gm01,24700001,24800000,0.54851,0.101645
Gm01,25400001,25500000,0.91779,0.02149
Gm01,25600001,25700000,0.91271,0.0108
Gm01,26100001,26200000,0.81174,0
Gm01,26800001,26900000,0.76074,0
Gm01,27100001,27200000,0.15054,0.15862
Gm01,27400001,27500000,0.07186,0.31821
Gm01,27500001,27600000,0.33701,0
Gm01,27600001,27700000,0.3327,0
Gm01,27700001,27800000,0.55465,0
Gm01,27900001,28000000,0.3317,0
Gm01,28100001,28200000,0.593785,0
Gm01,28200001,28300000,0.30537,0
Gm01,28300001,28400000,0.371155,0
Gm01,28600001,28700000,0.3153,0
Gm01,28700001,28800000,0.37594,0
Gm01,28800001,28900000,0.45244,0.00584
Gm01,29000001,29100000,0.08503,0
Gm01,29100001,29200000,0.08273,0
Gm01,29300001,29400000,0.5081,0
Gm01,29500001,29600000,0.32106,0
Gm01,29600001,29700000,0.31557,0.00291
Gm01,29900001,30000000,0.296735,0.001455
Gm01,30000001,30100000,0.51114,0
Gm01,30100001,30200000,0.86234,0.20582
Gm01,30200001,30300000,0.34363,0.00146
Gm01,30300001,30400000,0.406145,6.5e-05
Gm01,30400001,30500000,0.278,0.00291
Gm01,30600001,30700000,0.08657,0.00146
Gm01,30700001,30800000,0.08657,0.00013
Gm01,30800001,30900000,0.119225,0.062205
Gm01,31000001,31100000,0.50784,0
Gm01,31100001,31200000,0.27491,0
Gm01,31300001,31400000,0.04291,0.04686
Gm01,31400001,31500000,0.25625,0.03945
Gm01,31500001,31600000,0.51014,0
Gm01,31600001,31700000,0.45888,0
Gm01,31700001,31800000,0.17699,0.09947
Gm01,31800001,31900000,0.30233,0.02594
Gm01,32000001,32100000,0.47367,0.14769
Gm01,32100001,32200000,0.54688,0.20439
Gm01,32200001,32300000,0,0.220585
Gm01,32300001,32400000,0.06443,0.1973
Gm01,32400001,32500000,0.051315,0.193465
Gm01,32500001,32600000,0.144083333333333,0.203
Gm01,32600001,32700000,0.18181,0.2193
Gm01,32700001,32800000,0.03408,0.34983
Gm01,32800001,32900000,0.517395,0.251225
Gm01,33200001,33300000,0.64161,0.08845
Gm01,33500001,33600000,0.19802,0.12834
Gm01,33800001,33900000,0.42276,0.25416
Gm01,33900001,34000000,0.06554,0.13684
Gm01,34000001,34100000,0.263395,0.145905
Gm01,34300001,34400000,0.25255,0.07493
Gm01,34400001,34500000,0.38101,0
Gm01,34500001,34600000,0,0.0179
Gm01,34600001,34700000,0.50135,0.00622
Gm01,34700001,34800000,0.0303,0.1767
Gm01,34800001,34900000,0.8098,0
Gm01,34900001,35000000,0.71598,0.05105
Gm01,35000001,35100000,0.77828,0
Gm01,35200001,35300000,0.28009,0.12632
Gm01,35300001,35400000,0.33546,0.0709966666666667
Gm01,35400001,35500000,0.78942,0
Gm01,35500001,35600000,0.739565,0.003465
Gm01,35600001,35700000,0.336075,0.045395
Gm01,35700001,35800000,0.43335,0.03404
Gm01,35800001,35900000,0.768645,0
Gm01,35900001,36000000,0.273676666666667,0.00291333333333333
Gm01,36000001,36100000,0.710846666666667,0.00528666666666667
Gm01,36100001,36200000,0.36037,0.006725
Gm01,36200001,36300000,0.327255,0.000705
Gm01,36300001,36400000,0.471596666666667,0.00300333333333333
Gm01,36500001,36600000,0.06177,0.08421
Gm01,36600001,36700000,0.54204,0.03339
Gm01,36700001,36800000,0.363203333333333,0.09712
Gm01,36800001,36900000,0.364086666666667,0.09712
Gm01,36900001,37000000,0.310875,0.06842
Gm01,37000001,37100000,0.67631,0
Gm01,37100001,37200000,0.64522,0
Gm01,37200001,37300000,0.46912,0.14353
Gm01,37300001,37400000,0.38899,0.04881
Gm01,37400001,37500000,0.15698,0.0213
Gm01,37500001,37600000,0.12019,0.05066
Gm01,37600001,37700000,0.000375,0.064695
Gm01,37700001,37800000,0.58937,0.04881
Gm01,37900001,38000000,0,0.0767766666666667
Gm01,38000001,38100000,0.227293333333333,0.0747466666666667
Gm01,38200001,38300000,0.10129,0.06983
Gm01,38300001,38400000,0,0
Gm01,38400001,38500000,0.67016,0.0552
Gm01,38500001,38600000,0.640335,0.060725
Gm01,38600001,38700000,0.246523333333333,0.125503333333333
Gm01,38700001,38800000,0.08763,0.1203
Gm01,38800001,38900000,0.242235,0.1777
Gm01,38900001,39000000,0.320766666666667,0.17201
Gm01,39000001,39100000,0.56366,0.18337
Gm01,39100001,39200000,0.04584,0.16229
Gm01,39200001,39300000,0.124656666666667,0.190106666666667
Gm01,39300001,39400000,0,0.1843
Gm01,39500001,39600000,0.628585,0.1618925
Gm01,39600001,39700000,0.08777,0.16005
Gm01,39700001,39800000,0.167295,0.03541
Gm01,39800001,39900000,0.162043333333333,0.0207733333333333
Gm01,39900001,40000000,0,0.178755
Gm01,40000001,40100000,0,0.18959
Gm01,40100001,40200000,0.25552,0.03744
Gm01,40400001,40500000,0.15984,0.00756
Gm01,40500001,40600000,0.19783,0.06627
Gm01,40700001,40800000,0.086145,0.013905
Gm01,40900001,41000000,0.22756,0.01617
Gm01,41000001,41100000,0.17566,0.01472
Gm01,41100001,41200000,0.004985,0.01098
Gm01,41200001,41300000,0.1914,0.14124
Gm01,41300001,41400000,0.2318,0.17148
Gm01,41400001,41500000,0.15124,0.05008
Gm01,41500001,41600000,0.239,0.04176
Gm01,41600001,41700000,0.1478,0.165085
Gm01,41700001,41800000,0.23305,0.03744
Gm01,41800001,41900000,0.17104,0.12357
Gm01,41900001,42000000,0.01189,0.13664
Gm01,42000001,42100000,0.40624,0.09634
Gm01,42100001,42200000,0.086095,0.019785
Gm01,42200001,42300000,0.150665,0.023805
Gm01,42300001,42400000,0.32027,0.0543375
Gm01,42400001,42500000,0.11936,0
Gm01,42500001,42600000,0.22738,0.0245866666666667
Gm01,42600001,42700000,0.100765,0.02794
Gm01,42700001,42800000,0.15227,0.10384
Gm01,42800001,42900000,0.06468,0.03344
Gm01,42900001,43000000,0.140495,0.034795
Gm01,43000001,43100000,0.10147,0.03999
Gm01,43100001,43200000,0,0.026875
Gm01,43200001,43300000,0.109935,0.00971
Gm01,43300001,43400000,0.20839,0.03181
Gm01,43400001,43500000,0.183313333333333,0.00614
Gm01,43500001,43600000,0.08792,0.0728933333333333
Gm01,43600001,43700000,0,0.09214
Gm01,43700001,43800000,0.09034,0.09376
Gm01,43800001,43900000,0.012835,0.115895
Gm01,43900001,44000000,0.29255,0.07473
Gm01,44000001,44100000,0.00341,0.08268
Gm01,44100001,44200000,0.00203,0.08308
Gm01,44200001,44300000,0.20591,0.05627
Gm01,44300001,44400000,0.238783333333333,0.06857
Gm01,44400001,44500000,0.28001,0.06754
Gm01,44600001,44700000,0.18276,0.07493
Gm01,44700001,44800000,0.158155,0.056005
Gm01,44800001,44900000,0.51983,0
Gm01,45000001,45100000,0.045955,0.07003
Gm01,45100001,45200000,0.285,0.03765
Gm01,45200001,45300000,0.5619,0.03158
Gm01,45500001,45600000,0.499585,0.084085
Gm01,45600001,45700000,0.925,0.18303
Gm01,45700001,45800000,0.925,0.18303
Gm01,45800001,45900000,0.399326666666667,0.0593733333333333
Gm01,45900001,46000000,0.62764,0.00242
Gm01,46000001,46100000,0.63151,0
Gm01,46100001,46200000,0.73314,0.08124
Gm01,46200001,46300000,0.50158,0.08906
Gm01,46300001,46400000,0.68192,0.08906
Gm01,46500001,46600000,0.3414325,0.024785
Gm01,46600001,46700000,0.393826,0.039372
Gm01,46700001,46800000,0.3357,0.0066025
Gm01,46800001,46900000,0.554871666666667,0.03491
Gm01,46900001,47000000,0.40859,0
Gm01,47000001,47100000,0.436666923076923,0.0176446153846154
Gm01,47100001,47200000,0.322544285714286,0.00862571428571429
Gm01,47200001,47300000,0.430754,0.049964
Gm01,47300001,47400000,0.274927777777778,0.129
Gm01,47400001,47500000,0,0.08155
Gm01,47500001,47600000,0.228725,0.102475
Gm01,47600001,47700000,0.546455,0.066485
Gm01,47700001,47800000,0.148705,0
Gm01,47800001,47900000,0.487665833333333,0.00379333333333333
Gm01,47900001,48000000,0.369647272727273,0.00387545454545455
Gm01,48000001,48100000,0.257473076923077,0.00186076923076923
Gm01,48100001,48200000,0.1303225,0.0158475
Gm01,48200001,48300000,0.266946666666667,0.0213322222222222
Gm01,48300001,48400000,0.235170666666667,0.024608
Gm01,48400001,48500000,0.27248375,0.01898375
Gm01,48500001,48600000,0.173808888888889,0.0661455555555556
Gm01,48600001,48700000,0.370351111111111,0.167153333333333
Gm01,48700001,48800000,0.2691,0.136555
Gm01,48800001,48900000,0.30595,0.10017
Gm01,48900001,49000000,0.8188,0
Gm01,49000001,49100000,0.248295,0.145616666666667
Gm01,49100001,49200000,0.21336,0.203526666666667
Gm01,49200001,49300000,0.157871,0.146722
Gm01,49300001,49400000,0.118443333333333,0.0979408333333334
Gm01,49400001,49500000,0.188877692307692,0.445676923076923
Gm01,49500001,49600000,0.0605722222222222,0.470117777777778
Gm01,49600001,49700000,0.105563,0.258294
Gm01,49700001,49800000,0.08118,0.217324285714286
Gm01,49800001,49900000,0.136757142857143,0.24635
Gm01,49900001,50000000,0.07572625,0.13589625
Gm01,50000001,50100000,0.07599875,0.1320375
Gm01,50100001,50200000,0.144608888888889,0.0557722222222222
Gm01,50200001,50300000,0.157405555555556,0.158045555555556
Gm01,50300001,50400000,0.200601428571429,0.258175714285714
Gm01,50400001,50500000,0.25154,0.081485
Gm01,50500001,50600000,0.0952066666666667,0.031
Gm01,50600001,50700000,0.129732857142857,0.0247971428571429
Gm01,50700001,50800000,0.225044,0.078335
Gm01,50800001,50900000,0.239615555555556,0.0357411111111111
Gm01,50900001,51000000,0.0975033333333333,0.0935233333333333
Gm01,51000001,51100000,0.37775,0.0831075
Gm01,51100001,51200000,0.504965,0.05451
Gm01,51200001,51300000,0.481935,0.08053
Gm01,51300001,51400000,0.263578181818182,0.173745454545455
Gm01,51400001,51500000,0.30158375,0.26258125
Gm01,51500001,51600000,0.541901428571429,0.02105
Gm01,51600001,51700000,0.221212142857143,0.103914285714286
Gm01,51700001,51800000,0.253007692307692,0.220895384615385
Gm01,51800001,51900000,0.232097391304348,0.227658260869565
Gm01,51900001,52000000,0.229931428571429,0.0990642857142857
Gm01,52000001,52100000,0.39262,0.00897
Gm01,52100001,52200000,0.298734444444444,0.220044444444444
Gm01,52200001,52300000,0.37317,0
Gm01,52300001,52400000,0.04436,0.05061
Gm01,52400001,52500000,0.429185,0.0253025
Gm01,52500001,52600000,0.165005714285714,0.110892857142857
Gm01,52600001,52700000,0.13286875,0.13612125
Gm01,52700001,52800000,0.333175,0.09406875
Gm01,52800001,52900000,0.205343571428571,0.010075
Gm01,52900001,53000000,0.4741775,0.0606
Gm01,53000001,53100000,0.59394,0
Gm01,53100001,53200000,0.6339025,0.1555375
Gm01,53200001,53300000,0.01161,0.143905
Gm01,53300001,53400000,0.86633,0.00039
Gm01,53500001,53600000,0.235904,0.483484
Gm01,53600001,53700000,0.122896666666667,0.654786666666667
Gm01,53700001,53800000,0.276485714285714,0.421481428571429
Gm01,53800001,53900000,0.500914285714286,0.361667142857143
Gm01,53900001,54000000,0.315012727272727,0.245200909090909
Gm01,54000001,54100000,0.105433333333333,0.135828333333333
Gm01,54100001,54200000,0.270616,0.231608
Gm01,54200001,54300000,0.109696363636364,0.1642
Gm01,54300001,54400000,0.397688,0.363361
Gm01,54400001,54500000,0.181237,0.225533
Gm01,54500001,54600000,0.174347142857143,0.241081428571429
Gm01,54600001,54700000,0.260276923076923,0.110812307692308
Gm01,54700001,54800000,0.224016666666667,0.13994
Gm01,54800001,54900000,0.189173,0.052009
Gm01,54900001,55000000,0.360265,0.17335375
Gm01,55000001,55100000,0.1771075,0.1620375
Gm01,55100001,55200000,0.371784166666667,0.1703525
Gm01,55200001,55300000,0.205196666666667,0.299296666666667
Gm01,55300001,55400000,0.51877,0.64912
Gm01,55400001,55500000,0.1870975,0.6352025
Gm01,55500001,55600000,0.219676,0.494883
Gm01,55600001,55700000,0.33059,0.564095
Gm01,55700001,55800000,0.035075,0.52397
Gm01,55800001,55900000,0.13688,0.51953
Gm01,55900001,56000000,0.05279,0.345086666666667
Gm02,1,100000,0.1792825,0.0598575
Gm02,100001,200000,0.013635,0.14254
Gm02,200001,300000,0.233272307692308,0.451318461538462
Gm02,300001,400000,0.170515,0.46141
Gm02,400001,500000,0.093382,0.311486
Gm02,500001,600000,0.166323333333333,0.228326666666667
Gm02,600001,700000,0.197695,0.1462125
Gm02,700001,800000,0.132581111111111,0.0114211111111111
Gm02,800001,900000,0.247304285714286,0.0170671428571429
Gm02,900001,1000000,0.17135,0.030848
Gm02,1000001,1100000,0.363030714285714,0.00625785714285714
Gm02,1100001,1200000,0.11275,0.0059
Gm02,1200001,1300000,0.434095,0.019015
Gm02,1300001,1400000,0.459466,0.11899
Gm02,1400001,1500000,0.50722,0.000255
Gm02,1500001,1600000,0.477943333333333,0.0137466666666667
Gm02,1600001,1700000,0.21416,0.03445
Gm02,1700001,1800000,0.32789,0.02382
Gm02,1800001,1900000,0.31373125,0.03264
Gm02,1900001,2000000,0.211066666666667,0.0474033333333333
Gm02,2000001,2100000,0.57872,0.05799
Gm02,2100001,2200000,0.183846666666667,0.0386983333333333
Gm02,2200001,2300000,0.33115,0.046935
Gm02,2300001,2400000,0.246526666666667,0.007345
Gm02,2400001,2500000,0.174548333333333,0.059465
Gm02,2500001,2600000,0.237445,0
Gm02,2600001,2700000,0.16368,0
Gm02,2700001,2800000,0.382678888888889,0.0184133333333333
Gm02,2800001,2900000,0.225099166666667,0.0209125
Gm02,2900001,3000000,0.284872222222222,0.0392411111111111
Gm02,3000001,3100000,0.1661,0.0373866666666667
Gm02,3100001,3200000,0.126118571428571,0.0272585714285714
Gm02,3200001,3300000,0.194854,0.01938
Gm02,3300001,3400000,0.346968333333333,0.00534166666666667
Gm02,3400001,3500000,0.22612,0.02692
Gm02,3500001,3600000,0.3915325,0.0705183333333333
Gm02,3600001,3700000,0.18181,0.0445
Gm02,3700001,3800000,0.094618,0.027096
Gm02,3800001,3900000,0.357828125,0.03680625
Gm02,3900001,4000000,0.154325,0.07356375
Gm02,4000001,4100000,0.1389275,0.21778
Gm02,4100001,4200000,0.123765555555556,0.0892855555555556
Gm02,4200001,4300000,0.113425,0.135285
Gm02,4300001,4400000,0.250846,0.066639
Gm02,4400001,4500000,0.200140555555556,0.135398333333333
Gm02,4500001,4600000,0.191547692307692,0.0168238461538462
Gm02,4600001,4700000,0.0801692857142857,0.0109535714285714
Gm02,4700001,4800000,0.0867944444444445,0.0218133333333333
Gm02,4800001,4900000,0.123569473684211,0.0858752631578947
Gm02,4900001,5000000,0.11802375,0.02377625
Gm02,5000001,5100000,0.43465,0.01728
Gm02,5100001,5200000,0.143614444444444,0.0472244444444444
Gm02,5200001,5300000,0.115642857142857,0.0696071428571429
Gm02,5300001,5400000,0.11403625,0.1504925
Gm02,5400001,5500000,0.19835625,0.070005
Gm02,5500001,5600000,0.133765,0.121026666666667
Gm02,5600001,5700000,0.05138,0.063502
Gm02,5700001,5800000,0.350623333333333,0.0711966666666667
Gm02,5800001,5900000,0.234607142857143,0.230277142857143
Gm02,5900001,6000000,0.13919375,0.2761325
Gm02,6000001,6100000,0.2492175,0.0254175
Gm02,6100001,6200000,0.4232725,0.249135
Gm02,6200001,6300000,0.162417142857143,0.323642857142857
Gm02,6300001,6400000,0.09147,0.196674285714286
Gm02,6400001,6500000,0.1017725,0.33287125
Gm02,6500001,6600000,0.474525,0.15025
Gm02,6600001,6700000,0.473047142857143,0.0493328571428571
Gm02,6700001,6800000,0.53122,0.044642
Gm02,6800001,6900000,0.2566125,0.08646
Gm02,6900001,7000000,0.04327,0.004725
Gm02,7000001,7100000,0.13713,0.0878575
Gm02,7100001,7200000,0.223086153846154,0.11938
Gm02,7200001,7300000,0.33818125,0.08409875
Gm02,7300001,7400000,0.194178,0.036732
Gm02,7400001,7500000,0.158776666666667,0.05294
Gm02,7500001,7600000,0.157755,0.145375
Gm02,7600001,7700000,0.405309230769231,0.0709576923076923
Gm02,7700001,7800000,0.21164375,0.07768375
Gm02,7800001,7900000,0.0717683333333333,0.208446666666667
Gm02,7900001,8000000,0.195439285714286,0.134409285714286
Gm02,8000001,8100000,0.251779090909091,0.0888563636363636
Gm02,8100001,8200000,0.09898375,0.04626875
Gm02,8200001,8300000,0.0819785714285714,0.0827557142857143
Gm02,8300001,8400000,0.177171,0.033174
Gm02,8400001,8500000,0.2545925,0.0070475
Gm02,8500001,8600000,0.341431666666667,0.02632
Gm02,8600001,8700000,0.52721,0.016076
Gm02,8700001,8800000,0.21455,0.01528875
Gm02,8800001,8900000,0.119837777777778,0.0333988888888889
Gm02,8900001,9000000,0.0984527586206897,0.049901724137931
Gm02,9000001,9100000,0.299019545454545,0.0543945454545455
Gm02,9100001,9200000,0.084677,0.098402
Gm02,9200001,9300000,0.224036666666667,0.0751088888888889
Gm02,9300001,9400000,0.168539583333333,0.0553258333333333
Gm02,9400001,9500000,0.297564,0.0115533333333333
Gm02,9500001,9600000,0.205011,0.015837
Gm02,9600001,9700000,0.314125555555556,0.00971333333333333
Gm02,9700001,9800000,0.087726,0.00300333333333333
Gm02,9800001,9900000,0.145560588235294,0.00989235294117647
Gm02,9900001,10000000,0.139760714285714,0.0816035714285714
Gm02,10000001,10100000,0.120105714285714,0.0507771428571429
Gm02,10100001,10200000,0.15126,0.29919
Gm02,10200001,10300000,0.0691633333333333,0.101823333333333
Gm02,10300001,10400000,0.100955714285714,0.31427
Gm02,10400001,10500000,0.12264,0.18258
Gm02,10500001,10600000,0.1146,0.14745
Gm02,10600001,10700000,0.154295,0.11012
Gm02,10700001,10800000,0.150236666666667,0.221495833333333
Gm02,10800001,10900000,0.133245,0.2498325
Gm02,10900001,11000000,0.10426,0.25119
Gm02,11000001,11100000,0.012435,0.30471
Gm02,11100001,11200000,0.11182,0.312496
Gm02,11200001,11300000,0.0602525,0.15356
Gm02,11300001,11400000,0.04879,0.128246666666667
Gm02,11400001,11500000,0.0661383333333333,0.01914
Gm02,11500001,11600000,0.182695555555556,0.0430233333333333
Gm02,11600001,11700000,0.12257,0.194598
Gm02,11700001,11800000,0.102076666666667,0.258496666666667
Gm02,11800001,11900000,0.274816666666667,0.386563333333333
Gm02,11900001,12000000,0.112217,0.112577
Gm02,12000001,12100000,0.11409875,0.05396
Gm02,12100001,12200000,0.179405,0.09810625
Gm02,12200001,12300000,0.035785,0.324825
Gm02,12300001,12400000,0.37332,0.4583
Gm02,12400001,12500000,0.4166,0.253376
Gm02,12600001,12700000,0.35242,0.298606666666667
Gm02,12700001,12800000,0.549901111111111,0.192707777777778
Gm02,12800001,12900000,0.5837875,0.1608
Gm02,12900001,13000000,0.5244,0.10927
Gm02,13000001,13100000,0.3700825,0.224005
Gm02,13100001,13200000,0.229175,0.106455
Gm02,13300001,13400000,0.45521,0.101525
Gm02,13400001,13500000,0.4224275,0.0599975
Gm02,13500001,13600000,0.0327628571428571,0.180181428571429
Gm02,13600001,13700000,0.400063333333333,0.117733333333333
Gm02,13700001,13800000,0.125358,0.049401
Gm02,13900001,14000000,0.409013333333333,0.27456
Gm02,14000001,14100000,0.16964,0.169181428571429
Gm02,14100001,14200000,0.19706,0.0795214285714286
Gm02,14200001,14300000,0.232822777777778,0.0635
Gm02,14300001,14400000,0.120764285714286,0.237878571428571
Gm02,14400001,14500000,0.119904,0.341231
Gm02,14500001,14600000,0.327894444444444,0.116662222222222
Gm02,14700001,14800000,0.36072,0.237705
Gm02,14800001,14900000,0.233013333333333,0.283723333333333
Gm02,15000001,15100000,0.279326666666667,0.0465133333333333
